,carat,cut,color,clarity,depth,table,price,x,y,z
51381,0.7,Good,G,VS2,62.1,61.0,2367,5.68,5.69,3.53
26508,1.73,Ideal,F,VS1,62.1,57.0,16131,7.73,7.64,4.77
20229,1.5,Very Good,J,VS1,61.3,59.0,8662,7.36,7.41,4.53
49515,0.75,Premium,I,SI1,62.5,58.0,2122,5.77,5.82,3.62
189,0.71,Good,F,VS2,63.8,58.0,2777,5.61,5.64,3.59
17191,1.0,Very Good,G,VS1,59.4,59.0,6867,6.52,6.54,3.88
5166,1.02,Good,H,SI2,57.9,61.0,3770,6.75,6.68,3.89
53643,0.7,Premium,E,SI1,60.7,58.0,2703,5.74,5.73,3.48
53487,0.5,Ideal,E,VVS1,61.9,58.0,2682,5.07,5.11,3.15
27089,2.15,Premium,H,SI2,62.8,58.0,17221,8.22,8.17,5.15
31824,0.34,Ideal,G,VVS2,61.1,57.0,775,4.48,4.52,2.75
3464,0.84,Very Good,I,VVS2,61.7,56.0,3392,6.03,6.07,3.74
12111,1.01,Very Good,D,SI2,64.0,56.0,5166,6.3,6.38,4.06
42010,0.51,Premium,E,SI2,61.8,58.0,1265,5.11,5.08,3.15
45954,0.56,Ideal,D,SI1,62.3,56.0,1723,5.26,5.33,3.3
29650,0.35,Ideal,F,VS2,61.4,55.0,706,4.55,4.6,2.81
12832,1.05,Premium,D,SI1,61.6,61.0,5351,6.55,6.5,4.02
41828,0.46,Ideal,E,VS2,62.1,57.0,1251,4.93,4.89,3.05
25593,1.54,Premium,G,VS1,61.1,56.0,14438,7.54,7.48,4.59
33049,0.3,Ideal,F,VVS1,61.6,55.0,814,4.33,4.37,2.68
52203,0.7,Ideal,G,SI2,61.8,53.0,2480,5.73,5.69,3.53
49300,0.31,Good,H,VS1,64.0,59.0,539,4.25,4.28,2.73
38444,0.4,Very Good,E,VVS2,63.6,55.0,1028,4.67,4.7,2.98
14759,1.01,Ideal,D,SI1,60.8,56.0,5939,6.54,6.48,3.96
47255,0.51,Very Good,G,VVS2,63.5,56.0,1842,5.11,5.07,3.23
5894,0.9,Fair,D,VS2,57.5,66.0,3931,6.3,6.25,3.61
30075,0.32,Premium,E,SI1,60.1,60.0,720,4.47,4.42,2.67
25040,0.3,Premium,F,SI1,62.1,60.0,641,4.28,4.26,2.65
30750,0.47,Ideal,J,SI1,61.9,55.0,740,5.0,5.05,3.11
4381,0.31,Very Good,D,SI1,62.1,58.0,571,4.3,4.33,2.68
52522,0.58,Ideal,G,IF,61.3,56.0,2528,5.36,5.39,3.29
42531,0.4,Ideal,F,VVS1,61.3,56.0,1323,4.76,4.73,2.91
34970,0.23,Very Good,E,VVS1,61.3,58.0,472,3.94,3.96,2.42
11178,1.14,Ideal,I,SI1,62.2,56.0,4953,6.65,6.7,4.15
44416,0.58,Premium,F,VS2,62.2,55.0,1586,5.4,5.31,3.33
12073,1.37,Premium,J,SI2,60.7,60.0,5156,7.19,7.07,4.33
26759,2.25,Ideal,I,SI2,60.5,56.0,16575,8.49,8.54,5.15
13918,1.09,Ideal,F,SI1,62.0,56.0,5665,6.56,6.61,4.08
11338,1.01,Very Good,F,SI1,63.3,59.0,4989,6.42,6.38,4.05
18932,1.59,Premium,D,SI2,59.4,61.0,7779,7.62,7.56,4.51
47565,0.51,Very Good,G,VVS2,61.5,56.0,1875,5.12,5.15,3.16
40250,0.51,Premium,H,SI2,62.9,56.0,1125,5.08,5.06,3.19
29508,0.32,Ideal,E,VS2,62.1,55.0,702,4.36,4.4,2.72
1691,0.7,Good,D,VS2,64.1,59.0,3033,5.56,5.49,3.54
7743,1.24,Premium,E,SI2,60.8,57.0,4278,6.98,6.94,4.23
29203,0.44,Good,J,VS1,63.1,57.0,694,4.83,4.87,3.06
39214,0.42,Very Good,D,VS1,60.7,60.0,1066,4.81,4.88,2.94
16335,1.01,Premium,F,VS2,62.8,59.0,6533,6.41,6.33,4.0
47182,0.51,Premium,F,VS1,60.9,57.0,1836,5.27,5.17,3.18
6939,1.0,Fair,E,SI1,66.3,62.0,4140,6.27,6.06,4.09
40726,0.52,Very Good,G,SI1,60.6,61.0,1161,5.17,5.19,3.14
7036,0.9,Ideal,G,SI1,61.9,55.0,4161,6.18,6.23,3.84
33234,0.42,Ideal,G,VS1,61.0,56.0,823,4.82,4.86,2.95
53630,0.3,Very Good,D,SI1,60.6,60.0,552,4.3,4.32,2.61
4461,0.93,Premium,F,SI2,59.5,60.0,3620,6.39,6.36,3.79
13841,1.23,Ideal,H,SI2,61.4,54.0,5641,6.95,6.94,4.26
47928,0.56,Ideal,E,VS2,60.9,56.0,1915,5.35,5.32,3.25
33271,0.32,Good,H,SI1,63.5,57.0,461,4.34,4.39,2.77
28676,0.24,Ideal,F,VVS1,60.8,55.0,678,4.03,4.06,2.46
9642,1.1,Premium,D,SI2,62.4,58.0,4640,6.57,6.6,4.11
46472,0.53,Very Good,E,VS1,63.0,56.0,1776,5.13,5.16,3.24
26954,2.01,Very Good,E,SI2,62.0,61.0,17024,8.04,8.1,5.0
11832,1.3,Premium,H,SI2,61.3,58.0,5096,6.99,6.95,4.27
26573,2.0,Very Good,H,SI1,60.9,58.0,16280,8.07,8.15,4.94
5494,1.02,Good,D,SI2,58.9,65.0,3842,6.59,6.54,3.87
3709,1.0,Premium,E,SI2,58.5,59.0,3450,6.62,6.51,3.84
23194,2.0,Premium,H,SI2,62.1,60.0,11202,8.1,8.01,5.3
35711,0.3,Premium,D,VS2,60.9,58.0,911,4.35,4.32,2.64
3329,0.71,Very Good,E,VVS2,61.7,60.0,3376,5.7,5.74,3.53
18727,1.0,Ideal,G,VS1,62.5,54.0,7648,6.4,6.44,4.01
15502,1.2,Good,F,VS1,64.0,56.0,6209,6.63,6.58,4.23
40066,0.43,Premium,G,VS2,61.2,58.0,1113,4.9,4.84,2.98
7674,1.09,Fair,I,SI1,56.4,62.0,4273,6.97,6.9,3.9
53750,0.72,Ideal,G,VS1,62.7,55.0,2724,5.71,5.68,3.57
11557,1.07,Premium,E,SI2,61.3,59.0,5033,6.64,6.58,4.05
7946,1.07,Premium,F,SI2,58.2,58.0,4319,6.79,6.72,3.93
4680,0.73,Ideal,D,VS2,62.3,54.0,3673,5.77,5.8,3.6
7122,1.0,Very Good,H,SI2,61.6,58.0,4172,6.43,6.47,3.97
3781,0.74,Premium,D,VS1,62.3,58.0,3461,5.79,5.77,3.6
3586,0.9,Good,E,SI2,61.9,62.0,3422,6.14,6.18,3.81
326,0.53,Ideal,F,IF,61.9,54.0,2802,5.22,5.25,3.24
48091,0.98,Fair,G,I1,58.7,57.0,1932,6.54,6.43,3.8
28868,0.37,Ideal,H,SI1,59.7,56.0,684,4.71,4.67,2.8
30322,0.36,Premium,G,VS1,59.7,59.0,726,4.61,4.64,2.76
23512,1.86,Premium,H,SI2,62.3,57.0,11520,7.85,7.82,4.88
35412,0.4,Premium,G,SI1,61.6,59.0,900,4.72,4.66,2.89
42965,0.56,Ideal,F,SI1,61.5,55.0,1365,5.32,5.35,3.28
26575,2.01,Premium,H,SI1,58.2,62.0,16287,8.26,8.21,4.79
699,0.78,Very Good,H,VS1,61.9,57.1,2854,5.87,5.95,3.66
9376,0.32,Premium,D,SI1,60.4,58.0,589,4.44,4.47,2.69
35522,0.43,Very Good,F,VS2,61.2,59.0,905,4.84,4.87,2.97
13926,1.02,Premium,H,VS2,61.0,58.0,5666,6.56,6.49,3.98
44762,0.52,Very Good,G,VS1,59.5,58.0,1621,5.21,5.28,3.12
33273,0.32,Good,H,SI1,63.4,55.0,461,4.36,4.38,2.77
14488,1.15,Premium,G,SI1,62.6,58.0,5851,6.71,6.65,4.18
19924,1.01,Premium,F,VVS2,61.8,59.0,8470,6.46,6.42,3.98
4337,1.02,Very Good,J,SI2,63.4,56.0,3599,6.42,6.36,4.05
18146,1.02,Premium,F,VS1,61.9,58.0,7351,6.45,6.5,4.01
6416,0.71,Ideal,E,VVS2,62.0,53.9,4042,5.73,5.77,3.57
29499,0.32,Ideal,E,VS2,62.1,55.0,702,4.39,4.43,2.74
49447,0.7,Ideal,I,SI1,62.5,55.0,2110,5.7,5.73,3.57
46410,0.7,Ideal,J,SI2,61.4,55.0,1767,5.72,5.75,3.52
26824,2.04,Ideal,I,SI1,60.2,56.0,16718,8.19,8.26,4.95
42414,0.52,Very Good,G,SI1,61.7,57.0,1311,5.13,5.16,3.17
31163,0.41,Very Good,E,SI1,61.4,56.0,755,4.77,4.81,2.94
19921,2.5,Premium,H,I1,59.9,60.0,8467,8.75,8.67,5.22
36403,0.31,Premium,E,VS1,60.2,58.0,942,4.43,4.38,2.65
14974,1.27,Very Good,I,VS2,63.3,63.0,6031,6.87,6.82,4.33
48603,0.63,Premium,H,VS1,61.7,59.0,1996,5.53,5.49,3.4
29049,0.4,Premium,E,SI1,61.0,59.0,687,4.71,4.74,2.88
8537,0.91,Very Good,G,SI1,60.2,58.0,4429,6.29,6.31,3.79
50993,0.31,Very Good,E,SI1,62.8,57.0,544,4.32,4.34,2.72
19387,1.2,Premium,G,VS1,62.5,59.0,8056,6.72,6.64,4.19
25219,1.5,Ideal,G,VS1,61.3,53.9,13820,7.37,7.42,4.53
53233,0.77,Good,D,SI2,63.8,58.0,2642,5.78,5.81,3.7
43971,0.27,Very Good,F,VS1,60.5,57.0,518,4.21,4.23,2.55
27594,2.0,Ideal,H,SI1,63.9,54.0,18440,7.92,8.0,5.1
29448,0.34,Ideal,E,VS1,62.8,56.0,702,4.46,4.49,2.81
33888,0.3,Ideal,E,VS2,62.3,57.0,844,4.32,4.29,2.68
29470,0.32,Ideal,E,VS2,62.0,55.0,702,4.38,4.46,2.74
53476,0.71,Very Good,D,SI1,63.2,58.0,2681,5.65,5.68,3.58
29607,0.35,Ideal,H,VVS2,59.2,56.0,706,4.6,4.65,2.74
22189,1.53,Premium,H,VS2,59.8,58.0,10224,7.49,7.52,4.49
7102,1.06,Ideal,I,SI2,61.3,56.0,4167,6.59,6.55,4.03
34925,0.24,Good,F,VS1,58.3,61.0,373,4.09,4.14,2.4
34815,0.41,Very Good,E,SI1,63.1,57.0,878,4.73,4.71,2.98
8268,0.9,Very Good,D,SI1,59.4,62.0,4381,6.19,6.24,3.69
13840,1.38,Premium,H,SI2,60.2,60.0,5641,7.31,7.24,4.37
51324,0.31,Very Good,G,VS2,62.6,57.0,544,4.3,4.32,2.7
5544,1.02,Premium,I,SI2,61.2,59.0,3856,6.51,6.46,3.97
3086,0.83,Ideal,I,SI1,61.9,57.0,3314,5.96,6.02,3.71
7487,1.02,Premium,F,SI2,62.0,59.0,4238,6.42,6.33,3.95
2867,0.9,Premium,I,VS2,58.4,62.0,3276,6.35,6.29,3.69
34073,0.4,Very Good,D,VS2,59.6,58.0,851,4.8,4.83,2.87
20895,1.51,Fair,I,VS2,58.8,62.0,9116,7.57,7.51,4.43
36180,0.41,Ideal,I,IF,61.8,55.0,930,4.77,4.81,2.96
24766,1.72,Premium,H,VS2,61.9,56.0,13122,7.74,7.67,4.77
29639,0.27,Very Good,J,VVS2,60.8,57.0,443,4.16,4.2,2.54
49410,0.7,Premium,G,SI1,62.2,58.0,2106,5.69,5.76,3.56
32557,0.32,Ideal,F,VVS2,61.2,55.0,800,4.43,4.46,2.72
27120,2.05,Ideal,H,SI1,62.4,57.0,17294,8.14,8.08,5.06
46705,0.77,Premium,J,VS2,62.3,58.0,1792,5.86,5.8,3.63
6627,1.28,Good,H,SI2,56.8,62.0,4086,7.22,7.16,4.08
19449,1.21,Ideal,G,VS2,59.8,57.0,8097,6.98,6.9,4.15
52961,0.24,Very Good,E,VVS1,62.5,59.0,552,3.96,4.01,2.49
21838,1.7,Ideal,I,SI1,62.9,57.0,9901,7.57,7.5,4.74
31267,0.32,Ideal,I,VS2,62.5,55.0,449,4.37,4.4,2.74
18980,1.5,Premium,H,SI2,62.2,60.0,7812,7.29,7.24,4.52
24835,1.35,Ideal,G,VVS2,61.5,55.0,13230,7.11,7.16,4.39
21412,1.23,Ideal,G,VVS2,61.0,55.0,9525,6.93,6.95,4.23
32963,0.3,Ideal,F,SI1,62.5,57.0,461,4.27,4.31,2.68
27775,0.32,Ideal,H,VS2,62.1,56.0,648,4.42,4.37,2.73
6522,1.1,Very Good,G,SI2,63.4,56.0,4066,6.56,6.54,4.15
31363,0.33,Ideal,G,VVS2,60.4,57.0,761,4.48,4.52,2.72
17075,1.24,Premium,H,SI1,60.2,60.0,6808,6.94,6.91,4.17
24174,2.01,Ideal,I,SI2,62.1,55.0,12349,8.12,8.08,5.03
25446,2.0,Fair,H,VS1,66.0,56.0,14199,7.79,7.72,5.12
25605,1.6,Ideal,G,VS2,62.2,55.0,14474,7.5,7.46,4.65
15573,1.3,Premium,I,VS2,62.7,58.0,6246,6.97,6.9,4.35
40569,0.52,Ideal,G,SI2,63.0,55.0,1151,5.14,5.12,3.23
32454,0.4,Premium,H,VS1,61.8,59.2,793,4.72,4.74,2.92
15558,1.02,Premium,G,VS1,62.0,59.0,6238,6.45,6.39,3.98
44689,0.53,Very Good,E,VS2,60.1,60.0,1612,5.21,5.28,3.15
28454,0.41,Very Good,G,SI1,62.8,58.0,671,4.72,4.74,2.97
4613,0.9,Ideal,E,SI2,62.0,55.0,3662,6.15,6.23,3.84
23297,1.11,Very Good,E,VVS1,60.2,59.0,11330,6.67,6.79,4.05
19994,1.04,Premium,D,VS1,60.5,59.0,8532,6.62,6.58,3.99
36978,0.5,Good,J,VS2,57.7,60.0,963,5.28,5.26,3.04
27574,2.01,Very Good,G,SI1,62.1,60.0,18398,7.94,8.03,4.96
47325,0.23,Very Good,D,VVS2,62.6,58.0,530,3.89,3.94,2.45
22028,0.39,Ideal,E,SI1,61.1,55.0,628,4.74,4.75,2.9
18715,0.27,Very Good,E,VVS1,62.6,58.0,620,4.11,4.16,2.59
26639,2.03,Very Good,E,SI2,63.7,58.0,16412,7.91,7.94,5.05
31596,0.2,Premium,F,VS2,62.6,59.0,367,3.73,3.71,2.33
4260,1.0,Good,J,VS2,64.3,59.0,3580,6.27,6.21,4.01
47235,0.51,Very Good,E,VS1,59.6,56.0,1841,5.19,5.24,3.11
24466,1.32,Very Good,F,VVS2,61.6,61.0,12736,6.97,7.02,4.31
24581,2.08,Premium,G,SI2,62.2,60.0,12883,8.16,8.09,5.06
40966,0.57,Very Good,I,SI1,62.5,58.0,1180,5.22,5.27,3.28
18604,1.16,Very Good,G,VS1,62.9,55.0,7589,6.65,6.74,4.21
25389,2.03,Ideal,J,VS2,60.5,57.0,14083,8.26,8.2,4.98
35496,0.41,Very Good,F,SI1,63.4,57.0,904,4.74,4.73,3.0
29790,0.3,Ideal,D,SI1,62.1,56.0,709,4.33,4.3,2.68
38035,0.4,Ideal,G,VS2,61.0,57.0,1010,4.74,4.77,2.9
40019,0.59,Very Good,I,SI1,62.8,59.0,1109,5.34,5.36,3.36
11824,1.05,Ideal,H,SI1,61.4,57.0,5095,6.49,6.54,4.0
7504,1.08,Very Good,G,SI2,59.8,57.0,4241,6.66,6.72,4.0
15531,1.62,Good,J,SI2,64.2,62.0,6223,7.41,7.33,4.73
914,0.7,Premium,F,VS1,60.4,60.0,2879,5.73,5.7,3.45
46175,0.5,Premium,E,VS2,61.8,58.0,1746,5.11,5.05,3.14
15992,1.25,Very Good,G,SI2,61.4,59.0,6399,6.97,6.93,4.27
42170,0.53,Premium,I,VS1,62.3,58.0,1286,5.18,5.26,3.25
19101,1.2,Ideal,H,VS1,62.1,57.0,7869,6.77,6.82,4.22
39338,0.49,Premium,G,SI1,62.4,58.0,1072,5.05,4.99,3.13
12579,1.2,Premium,H,SI2,62.3,58.0,5280,6.76,6.81,4.23
23272,1.61,Ideal,G,SI1,61.2,55.0,11294,7.62,7.57,4.65
23535,1.51,Premium,H,VS2,60.2,60.0,11540,7.35,7.33,4.42
9127,1.2,Ideal,J,SI1,62.5,55.0,4536,6.84,6.79,4.26
29587,0.45,Ideal,E,SI2,61.5,55.0,706,4.92,4.97,3.04
18947,1.29,Ideal,F,SI1,61.4,61.0,7790,7.0,6.97,4.29
24903,1.51,Ideal,F,SI1,61.7,56.0,13334,7.35,7.41,4.55
47632,0.51,Ideal,D,VS2,60.9,56.0,1882,5.19,5.16,3.15
3831,1.0,Ideal,I,SI1,58.5,55.0,3472,6.47,6.42,3.77
4965,0.9,Good,G,SI1,63.7,60.0,3734,6.07,6.11,3.88
44754,0.51,Ideal,F,VS2,61.0,57.0,1619,5.16,5.11,3.13
28544,0.3,Premium,H,VS1,61.4,59.0,675,4.33,4.3,2.65
36593,0.3,Premium,F,IF,60.7,58.0,947,4.33,4.37,2.64
10516,0.91,Ideal,F,SI1,62.0,57.0,4801,6.22,6.24,3.86
47640,0.23,Very Good,D,VVS1,62.5,58.0,530,3.94,3.96,2.47
21862,3.01,Premium,F,I1,62.2,56.0,9925,9.24,9.13,5.73
32451,0.39,Very Good,E,VS2,60.9,58.0,793,4.72,4.77,2.89
47410,0.57,Ideal,E,VS2,61.8,55.0,1851,5.34,5.38,3.31
3049,0.27,Very Good,G,IF,60.8,57.0,566,4.2,4.22,2.56
19000,1.0,Premium,G,IF,62.2,61.0,7822,6.41,6.38,3.98
7469,1.0,Very Good,F,SI1,63.1,59.0,4234,6.29,6.22,3.95
37107,0.38,Ideal,F,VS2,61.9,55.0,969,4.69,4.63,2.89
10308,0.99,Ideal,I,SI1,61.8,57.0,4763,6.4,6.42,3.96
49371,0.5,Ideal,D,VVS2,60.4,54.0,2100,5.17,5.23,3.14
12993,1.02,Premium,F,SI1,62.3,58.0,5398,6.46,6.38,4.0
1041,0.74,Good,E,SI1,62.8,61.0,2906,5.74,5.76,3.61
51523,0.75,Very Good,I,VS1,63.3,57.0,2385,5.82,5.74,3.66
42445,0.57,Very Good,E,SI2,61.2,57.0,1315,5.31,5.35,3.26
42021,0.52,Very Good,F,SI1,62.6,58.0,1267,5.11,5.14,3.21
13456,1.01,Premium,E,SI1,60.7,58.0,5525,6.5,6.48,3.94
14484,1.08,Ideal,H,VS2,61.9,54.0,5850,6.64,6.61,4.1
18114,1.01,Very Good,E,VS1,62.9,60.0,7332,6.33,6.43,4.01
39428,0.41,Ideal,F,VS1,62.7,55.0,1076,4.77,4.74,2.98
50732,0.75,Premium,I,SI1,59.1,58.0,2295,5.91,5.87,3.48
9438,0.9,Very Good,H,VVS2,63.7,57.0,4592,6.09,6.02,3.86
40544,0.55,Very Good,I,SI1,63.6,57.0,1149,5.15,5.19,3.29
2950,0.7,Premium,E,VVS1,61.7,59.0,3294,5.71,5.67,3.51
35948,0.3,Ideal,F,SI1,61.9,54.0,475,4.33,4.36,2.69
40660,0.38,Ideal,E,VVS1,62.3,56.0,1154,4.64,4.67,2.9
14637,1.01,Very Good,H,VS2,59.7,64.0,5911,6.45,6.48,3.86
14612,0.9,Ideal,D,VS2,63.0,57.0,5897,6.14,6.09,3.85
40681,0.5,Good,E,SI1,64.0,57.0,1155,5.04,4.99,3.21
25983,2.01,Very Good,F,SI2,61.6,56.0,15188,8.17,8.13,5.02
35514,0.35,Ideal,E,VVS1,61.9,56.0,905,4.53,4.55,2.81
34980,0.34,Ideal,F,VS2,62.1,56.0,880,4.47,4.45,2.77
33881,0.3,Ideal,E,VS2,61.5,56.0,844,4.33,4.29,2.65
45610,0.52,Ideal,G,VS1,60.8,55.0,1691,5.2,5.26,3.18
7416,0.98,Good,F,SI1,56.8,64.0,4226,6.68,6.52,3.75
11059,0.35,Ideal,F,SI1,61.5,55.9,596,4.53,4.56,2.8
47993,0.32,Ideal,J,IF,62.2,55.0,533,4.4,4.44,2.75
13744,1.22,Ideal,I,SI1,61.7,57.0,5602,6.91,6.86,4.25
44897,0.5,Very Good,E,VS2,63.2,57.0,1629,5.06,5.03,3.19
5836,1.1,Premium,F,SI2,62.1,56.0,3918,6.68,6.56,4.12
15175,1.01,Premium,F,VS2,62.0,59.0,6097,6.45,6.38,3.98
1065,0.31,Ideal,E,SI2,61.3,55.0,558,4.37,4.34,2.67
11112,1.14,Very Good,G,SI2,59.5,59.0,4935,6.79,6.85,4.06
43402,0.46,Ideal,G,VVS1,62.0,54.0,1412,4.97,5.0,3.09
44485,0.51,Ideal,D,VS2,61.9,55.0,1597,5.15,5.19,3.2
12098,1.16,Premium,F,SI2,62.1,59.0,5164,6.76,6.71,4.18
28116,0.36,Ideal,D,SI1,62.7,57.0,663,4.54,4.59,2.86
790,0.66,Premium,D,VS1,61.0,58.0,2861,5.67,5.57,3.43
21595,1.57,Very Good,D,SI2,62.9,61.0,9698,7.37,7.41,4.65
27999,0.3,Premium,E,VS2,62.5,58.0,658,4.26,4.31,2.68
49185,0.7,Premium,F,SI2,62.6,58.0,2075,5.64,5.6,3.52
3040,0.3,Good,G,VS1,63.3,56.0,565,4.28,4.31,2.72
8759,0.9,Very Good,D,SI1,62.5,59.0,4466,6.13,6.19,3.85
52849,0.7,Premium,E,SI1,61.0,56.0,2576,5.75,5.69,3.49
29795,0.3,Premium,D,SI1,61.6,58.0,709,4.32,4.29,2.65
25972,1.48,Good,G,IF,59.8,61.0,15164,7.54,7.34,4.45
53585,0.88,Very Good,I,SI1,62.5,56.0,2699,6.06,6.19,3.83
29817,0.3,Premium,D,SI1,62.2,61.0,709,4.28,4.24,2.65
47743,0.59,Ideal,G,SI1,61.3,56.0,1891,5.41,5.43,3.32
52474,0.76,Fair,D,SI2,55.5,69.0,2518,6.16,6.07,3.39
43803,0.58,Ideal,D,SI2,62.7,56.0,1442,5.32,5.3,3.33
33278,0.25,Good,D,VVS2,64.6,56.0,462,3.97,3.99,2.57
29457,0.33,Ideal,H,VVS1,62.5,56.0,702,4.42,4.44,2.77
4265,0.78,Ideal,H,VVS2,62.1,56.0,3581,5.88,5.9,3.66
6516,1.1,Good,E,SI2,63.3,56.0,4065,6.53,6.58,4.15
4559,0.9,Very Good,I,VS1,62.2,58.0,3644,6.13,6.18,3.83
38707,0.35,Ideal,G,IF,61.8,56.0,1041,4.57,4.52,2.81
47315,0.23,Very Good,E,VVS2,62.4,59.0,530,3.89,3.93,2.44
30139,0.32,Premium,G,VS2,62.6,60.0,720,4.36,4.33,2.72
8145,0.96,Ideal,G,SI1,62.6,57.0,4355,6.28,6.24,3.92
2807,0.72,Very Good,F,VS1,63.4,57.0,3264,5.68,5.7,3.61
30158,0.4,Good,D,SI1,63.5,55.0,720,4.67,4.72,2.98
41373,0.51,Premium,G,SI1,62.4,58.0,1220,5.07,5.13,3.18
51414,0.77,Good,E,SI2,58.1,63.0,2371,6.02,6.06,3.5
48438,0.51,Ideal,G,VVS2,61.5,57.0,1974,5.18,5.13,3.17
33198,0.3,Ideal,G,VVS2,62.9,55.0,819,4.31,4.28,2.7
19866,2.68,Premium,G,I1,58.6,60.0,8419,9.11,9.07,5.33
33426,0.32,Premium,G,VS1,59.2,59.0,828,4.47,4.45,2.64
50207,0.58,Ideal,F,VS1,60.3,57.0,2227,5.47,5.44,3.29
32006,0.44,Good,D,SI1,58.8,62.0,777,4.97,5.0,2.93
14694,1.0,Very Good,H,VVS2,60.3,59.0,5929,6.41,6.46,3.88
29519,0.38,Ideal,I,VS1,62.4,54.4,703,4.62,4.66,2.9
3085,0.75,Very Good,E,VS1,61.5,54.0,3314,5.88,5.82,3.6
9989,1.5,Fair,I,SI2,64.9,61.0,4704,7.14,7.09,4.62
17309,1.05,Premium,G,VS1,61.6,58.0,6936,6.48,6.51,4.0
48512,0.6,Very Good,D,VS2,61.5,59.0,1984,5.4,5.43,3.33
6776,1.05,Very Good,H,SI2,63.8,58.0,4112,6.38,6.45,4.09
4442,1.03,Fair,H,SI1,65.1,57.0,3617,6.43,6.36,4.16
31348,0.42,Ideal,H,VS2,62.1,54.0,760,4.82,4.84,3.0
37994,0.43,Ideal,H,VVS2,62.3,55.0,1008,4.85,4.82,3.01
38464,0.34,Ideal,E,VVS1,61.6,55.0,1030,4.5,4.52,2.78
28994,0.34,Ideal,F,VS2,62.1,56.0,686,4.45,4.47,2.77
17514,1.25,Ideal,I,VS1,61.4,58.0,7042,6.89,6.93,4.24
8440,1.25,Premium,J,SI2,62.3,59.0,4410,6.86,6.82,4.26
39899,0.42,Ideal,D,VS2,61.2,56.0,1103,4.84,4.8,2.95
25351,0.28,Very Good,F,VVS2,60.6,59.0,642,4.22,4.26,2.57
18559,1.3,Very Good,F,SI1,61.5,58.0,7567,6.99,7.06,4.32
32979,0.37,Very Good,E,VS2,62.3,59.0,811,4.56,4.59,2.85
29169,0.3,Very Good,F,VVS2,62.4,57.0,694,4.25,4.27,2.66
33549,0.31,Very Good,F,VVS1,61.8,59.0,830,4.33,4.36,2.69
12386,0.28,Ideal,E,VS2,61.5,56.0,598,4.22,4.24,2.6
25750,2.16,Ideal,J,SI1,63.0,55.0,14691,8.2,8.24,5.18
44616,0.53,Ideal,G,VS2,60.1,54.0,1607,5.31,5.3,3.19
32908,0.33,Ideal,F,VVS2,61.3,56.0,810,4.44,4.46,2.73
36262,0.44,Ideal,E,VS2,61.6,54.0,936,4.9,4.97,3.04
26226,1.52,Very Good,F,VS2,62.9,53.3,15649,7.31,7.36,4.61
38143,0.3,Ideal,G,VVS1,62.9,57.0,1013,4.3,4.26,2.69
13472,1.01,Very Good,D,SI1,59.7,57.0,5533,6.53,6.56,3.91
52726,0.71,Ideal,I,VS1,62.2,54.0,2557,5.71,5.75,3.56
33243,0.31,Ideal,G,VS1,61.0,56.0,824,4.4,4.35,2.67
10288,1.03,Ideal,E,SI2,62.3,56.0,4758,6.44,6.52,4.04
45636,0.25,Very Good,G,VVS1,60.6,55.0,525,4.12,4.14,2.5
8382,0.35,Premium,F,SI1,60.2,58.0,583,4.54,4.6,2.75
44996,0.31,Very Good,I,SI1,63.3,53.0,523,4.32,4.3,2.73
17856,1.0,Very Good,F,VS1,60.4,59.0,7204,6.4,6.51,3.9
12349,1.14,Premium,F,SI1,62.5,59.0,5228,6.67,6.65,4.16
4309,0.74,Ideal,F,VS1,62.0,57.0,3593,5.81,5.78,3.6
28143,0.3,Ideal,G,VVS2,62.6,53.0,665,4.31,4.35,2.71
6080,1.01,Good,H,SI2,63.5,60.0,3971,6.23,6.31,3.98
1947,1.02,Fair,I,SI2,64.5,56.0,3084,6.28,6.25,4.04
44850,0.58,Ideal,I,VS2,61.8,55.0,1626,5.36,5.38,3.32
44209,0.51,Ideal,D,SI1,61.9,54.0,1569,5.14,5.2,3.19
33644,0.38,Very Good,G,VS1,61.9,56.0,833,4.63,4.68,2.88
14351,1.14,Premium,D,SI1,60.5,59.0,5809,6.79,6.73,4.09
37508,0.36,Ideal,G,IF,61.5,56.0,985,4.59,4.62,2.83
24323,1.6,Good,E,SI1,63.6,58.0,12581,7.44,7.38,4.71
39640,0.51,Premium,I,SI1,61.3,58.0,1084,5.16,5.11,3.15
17855,1.16,Premium,G,VS2,59.9,60.0,7203,6.88,6.85,4.11
34871,0.3,Very Good,G,VVS2,63.2,57.0,878,4.28,4.23,2.69
34613,0.27,Ideal,E,VS1,61.6,56.0,470,4.14,4.17,2.56
2791,0.78,Very Good,D,SI1,62.5,58.0,3258,5.86,5.89,3.67
26609,2.1,Premium,F,SI2,62.1,59.0,16357,8.16,8.18,5.07
42108,0.65,Ideal,J,SI1,61.4,55.0,1276,5.58,5.62,3.44
491,0.7,Premium,E,VS2,60.2,60.0,2822,5.73,5.7,3.44
41666,0.31,Ideal,E,IF,60.4,56.0,1239,4.43,4.38,2.66
23034,0.33,Premium,G,SI1,61.1,59.0,631,4.45,4.42,2.71
2219,0.84,Very Good,D,SI2,63.6,57.0,3145,5.95,6.0,3.8
8063,0.37,Ideal,F,SI1,61.3,55.0,583,4.61,4.65,2.84
11880,1.03,Ideal,G,SI1,60.1,59.0,5111,6.6,6.57,3.96
